game_player_id,game_id,game,round,phase,season_code,player_id,is_starter,is_playing,team_id,dorsal,player,points,two_points_made,two_points_attempted,three_points_made,three_points_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,turnovers,blocks_favour,blocks_against,fouls_committed,fouls_received,valuation,plus_minus,season_year,minutes_played
U2007_171_PLO,U2007_171,PLO-CHA,7,REGULAR SEASON,U2007,PLO,False,True,PLO,TOTAL,Ploiesti,80,26,42,5,15,13,20,6,28,34,8,3,16,8,4,20,22,82,0,2007,200.0
U2007_171_CHA,U2007_171,PLO-CHA,7,REGULAR SEASON,U2007,CHA,False,True,CHA,TOTAL,Spirou Basket,71,25,53,3,12,12,19,7,24,31,12,8,11,5,6,24,19,61,0,2007,200.0
U2007_265_ASK,U2007_265,ASK-TRE,10,REGULAR SEASON,U2007,ASK,False,True,ASK,TOTAL,Ask Riga,80,24,44,6,20,14,20,9,19,28,11,8,7,5,2,22,19,80,0,2007,200.0
U2007_265_TRE,U2007_265,ASK-TRE,10,REGULAR SEASON,U2007,TRE,False,True,TRE,TOTAL,Benetton Basket Treviso,83,21,44,9,16,14,19,8,24,32,14,5,12,2,5,20,22,86,0,2007,200.0
U2007_174_WLO,U2007_174,WLO-FRA,7,REGULAR SEASON,U2007,WLO,False,True,WLO,TOTAL,Anwil Wloclawek,87,26,45,7,20,14,16,13,22,35,16,9,11,1,0,27,19,95,0,2007,200.0
U2007_174_FRA,U2007_174,WLO-FRA,7,REGULAR SEASON,U2007,FRA,False,True,FRA,TOTAL,Deutsche Bank Skyliners,64,17,34,2,14,24,29,8,17,25,6,6,14,0,1,19,26,59,0,2007,200.0
U2007_194_BES,U2007_194,BES-ZEL,8,REGULAR SEASON,U2007,BES,False,True,BES,TOTAL,Besiktas Cola Turka,77,19,41,4,17,27,31,7,23,30,13,13,14,2,4,27,25,76,0,2007,200.0
U2007_194_ZEL,U2007_194,BES-ZEL,8,REGULAR SEASON,U2007,ZEL,False,True,ZEL,TOTAL,Bc Fmp,76,19,44,6,16,20,27,12,25,37,11,7,21,4,2,26,27,71,0,2007,200.0
U2007_255_FRA,U2007_255,FRA-AZO,10,REGULAR SEASON,U2007,FRA,False,True,FRA,TOTAL,Deutsche Bank Skyliners,63,16,33,8,28,7,10,9,20,29,15,5,13,3,5,26,15,46,0,2007,200.0
U2007_255_AZO,U2007_255,FRA-AZO,10,REGULAR SEASON,U2007,AZO,False,True,AZO,TOTAL,Azovmash Mariupol,72,18,40,3,16,27,37,15,23,38,9,5,12,5,3,15,25,79,0,2007,200.0
U2007_112_ZEL,U2007_112,ZEL-VEN,5,REGULAR SEASON,U2007,ZEL,False,True,ZEL,TOTAL,Bc Fmp,70,19,41,5,18,17,19,9,17,26,9,7,11,1,4,24,25,62,0,2007,200.0
U2007_112_VEN,U2007_112,ZEL-VEN,5,REGULAR SEASON,U2007,VEN,False,True,VEN,TOTAL,Bk Ventspils,76,16,26,9,19,17,22,4,18,22,10,6,20,4,1,25,23,70,0,2007,200.0
U2007_042_ANT,U2007_042,ANT-BUD,2,REGULAR SEASON,U2007,ANT,False,True,ANT,TOTAL,Antwerp Giants,76,17,36,6,14,24,27,7,10,17,12,18,17,1,0,21,29,85,0,2007,200.0
U2007_042_BUD,U2007_042,ANT-BUD,2,REGULAR SEASON,U2007,BUD,False,True,BUD,TOTAL,Kk Buducnost,79,25,38,4,14,17,20,10,19,29,7,11,22,0,1,29,19,67,0,2007,200.0
U2007_105_ART,U2007_105,ART-TRE,4,REGULAR SEASON,U2007,ART,False,True,ART,TOTAL,Artland Dragons,84,22,32,8,21,16,23,8,24,32,17,8,17,4,1,20,18,95,0,2007,200.0
U2007_105_TRE,U2007_105,ART-TRE,4,REGULAR SEASON,U2007,TRE,False,True,TRE,TOTAL,Benetton Basket Treviso,79,15,34,12,23,13,19,4,12,16,12,9,13,1,4,18,20,66,0,2007,200.0
U2007_052_DEN,U2007_052,DEN-JER,2,REGULAR SEASON,U2007,DEN,False,True,DEN,TOTAL,Eiffeltowers Den Bosch,101,26,43,10,33,19,22,11,23,34,15,11,6,2,2,19,22,115,0,2007,200.0
U2007_052_JER,U2007_052,DEN-JER,2,REGULAR SEASON,U2007,JER,False,True,JER,TOTAL,Hapoel S.C. Jerusalem,94,27,36,8,22,16,24,5,28,33,18,6,13,2,2,22,20,105,0,2007,200.0
U2007_144_GIR,U2007_144,GIR-GAL,6,REGULAR SEASON,U2007,GIR,False,True,GIR,TOTAL,Akasvayu Girona,89,23,38,11,28,10,17,12,26,38,18,8,10,1,1,18,21,107,0,2007,200.0
U2007_144_GAL,U2007_144,GIR-GAL,6,REGULAR SEASON,U2007,GAL,False,True,GAL,TOTAL,Galatasaray,78,17,36,10,27,14,20,12,20,32,11,6,11,1,1,22,18,70,0,2007,200.0
U2007_166_VEN,U2007_166,VEN-OVA,7,REGULAR SEASON,U2007,VEN,False,True,VEN,TOTAL,Bk Ventspils,92,31,51,6,11,12,14,5,30,35,22,2,12,3,3,20,19,111,0,2007,200.0
U2007_166_OVA,U2007_166,VEN-OVA,7,REGULAR SEASON,U2007,OVA,False,True,OVA,TOTAL,Ovarense,67,18,47,7,22,10,14,13,20,33,13,3,15,3,3,19,20,54,0,2007,200.0
U2007_218_BER,U2007_218,BER-TTK,9,REGULAR SEASON,U2007,BER,False,True,BER,TOTAL,Alba Berlin,73,25,43,6,19,5,9,11,23,34,15,4,14,1,1,19,14,72,0,2007,200.0
U2007_218_TTK,U2007_218,BER-TTK,9,REGULAR SEASON,U2007,TTK,False,True,TTK,TOTAL,Turk Telekom,81,19,33,9,26,16,17,6,19,25,18,9,11,1,1,14,19,95,0,2007,200.0
U2007_161_ZAD,U2007_161,ZAD-UNK,6,REGULAR SEASON,U2007,ZAD,False,True,ZAD,TOTAL,Kk Zadar,76,17,38,6,23,24,30,14,20,34,8,25,16,2,1,16,23,91,0,2007,196.7
U2007_161_UNK,U2007_161,ZAD-UNK,6,REGULAR SEASON,U2007,UNK,False,True,UNK,TOTAL,Unics,64,24,48,3,19,7,12,14,21,35,12,18,18,2,1,23,16,60,0,2007,195.0
U2007_258_ANT,U2007_258,ANT-DYR,10,REGULAR SEASON,U2007,ANT,False,True,ANT,TOTAL,Antwerp Giants,82,21,37,7,17,19,27,9,22,31,15,22,18,0,0,31,27,94,0,2007,200.0
U2007_258_DYR,U2007_258,ANT-DYR,10,REGULAR SEASON,U2007,DYR,False,True,DYR,TOTAL,Triumph Lyubertsy Mr,74,18,23,6,28,20,33,8,15,23,7,18,22,0,0,27,31,64,0,2007,200.0
U2007_177_BUD,U2007_177,BUD-ANT,7,REGULAR SEASON,U2007,BUD,False,True,BUD,TOTAL,Kk Buducnost,76,17,29,9,23,15,24,3,15,18,12,14,16,1,3,17,24,74,0,2007,195.0
U2007_177_ANT,U2007_177,BUD-ANT,7,REGULAR SEASON,U2007,ANT,False,True,ANT,TOTAL,Antwerp Giants,65,22,34,4,14,9,15,5,20,25,15,13,27,3,1,24,17,58,0,2007,195.0
U2007_315_JOV,U2007_315,JOV-KHI,14,LAST 16,U2007,JOV,False,True,JOV,TOTAL,Dkv Joventut,69,14,32,10,25,11,20,12,27,39,13,7,13,7,2,15,18,81,0,2007,200.0
U2007_315_KHI,U2007_315,JOV-KHI,14,LAST 16,U2007,KHI,False,True,KHI,TOTAL,Khimki,54,16,38,5,24,7,10,13,24,37,11,7,14,2,7,18,15,43,0,2007,200.0
U2007_289_KYI,U2007_289,KYI-OOS,12,LAST 32,U2007,KYI,False,True,KYI,TOTAL,Bc Kyiv,68,20,40,5,23,13,14,11,22,33,12,7,7,3,5,20,23,75,0,2007,200.0
U2007_289_OOS,U2007_289,KYI-OOS,12,LAST 32,U2007,OOS,False,True,OOS,TOTAL,Oostende,60,13,31,4,17,22,26,12,26,38,8,4,18,5,3,23,20,56,0,2007,200.0
U2007_163_SIA,U2007_163,SIA-BER,7,REGULAR SEASON,U2007,SIA,False,True,SIA,TOTAL,Siauliai,71,18,33,8,25,11,17,10,29,39,18,4,9,4,4,16,16,85,0,2007,200.0
U2007_163_BER,U2007_163,SIA-BER,7,REGULAR SEASON,U2007,BER,False,True,BER,TOTAL,Alba Berlin,51,15,46,4,12,9,10,5,18,23,3,4,10,4,2,16,16,33,0,2007,200.0
U2007_257_BUD,U2007_257,BUD-GMU,10,REGULAR SEASON,U2007,BUD,False,True,BUD,TOTAL,Kk Buducnost,86,26,40,7,26,13,16,15,18,33,16,11,7,1,1,18,22,107,0,2007,200.0
U2007_257_GMU,U2007_257,BUD-GMU,10,REGULAR SEASON,U2007,GMU,False,True,GMU,TOTAL,Swans Gmunden,60,15,39,6,15,12,18,11,17,28,10,4,17,1,1,22,18,42,0,2007,200.0
U2007_172_PAM,U2007_172,PAM-NAN,7,REGULAR SEASON,U2007,PAM,False,True,PAM,TOTAL,Pamesa Valencia,93,22,42,13,26,10,18,11,14,25,19,8,11,4,1,19,16,93,0,2007,200.0
U2007_172_NAN,U2007_172,PAM-NAN,7,REGULAR SEASON,U2007,NAN,False,True,NAN,TOTAL,Sluc Nancy,92,26,46,7,17,19,25,11,23,34,14,6,15,1,4,16,20,96,0,2007,200.0
U2007_189_UNK,U2007_189,UNK-STR,7,REGULAR SEASON,U2007,UNK,False,True,UNK,TOTAL,Unics,94,21,36,12,27,16,21,13,22,35,14,18,15,1,2,20,22,112,0,2007,200.0
U2007_189_STR,U2007_189,UNK-STR,7,REGULAR SEASON,U2007,STR,False,True,STR,TOTAL,Strasbourg,57,12,30,8,19,9,16,9,16,25,3,9,22,2,1,22,20,35,0,2007,200.0
U2007_033_BES,U2007_033,BES-COL,2,REGULAR SEASON,U2007,BES,False,True,BES,TOTAL,Besiktas Cola Turka,79,22,46,5,21,20,26,12,24,36,16,12,9,4,2,14,21,97,0,2007,200.0
U2007_033_COL,U2007_033,BES-COL,2,REGULAR SEASON,U2007,COL,False,True,COL,TOTAL,Köln 99Ers,60,20,48,4,19,8,11,18,27,45,10,4,22,2,4,21,14,42,0,2007,200.0
U2007_115_GAL,U2007_115,GAL-VRS,5,REGULAR SEASON,U2007,GAL,False,True,GAL,TOTAL,Galatasaray,86,29,51,6,15,10,20,12,26,38,16,8,12,3,3,15,16,96,0,2007,200.0
U2007_115_VRS,U2007_115,GAL-VRS,5,REGULAR SEASON,U2007,VRS,False,True,VRS,TOTAL,Hemofarm,71,19,34,7,30,12,15,12,18,30,10,8,13,3,3,16,15,64,0,2007,200.0
U2007_291_GIR,U2007_291,GIR-CHL,12,LAST 32,U2007,GIR,False,True,GIR,TOTAL,Akasvayu Girona,78,24,34,5,20,15,19,3,27,30,18,17,14,3,1,15,21,108,0,2007,200.0
U2007_291_CHL,U2007_291,GIR-CHL,12,LAST 32,U2007,CHL,False,True,CHL,TOTAL,Elan Chalon,57,11,27,10,29,5,7,10,22,32,10,12,23,1,3,21,15,43,0,2007,200.0
U2007_226_AZO,U2007_226,AZO-PAM,9,REGULAR SEASON,U2007,AZO,False,True,AZO,TOTAL,Azovmash Mariupol,73,18,34,8,19,13,20,7,24,31,10,8,12,2,3,18,18,75,0,2007,200.0
U2007_226_PAM,U2007_226,AZO-PAM,9,REGULAR SEASON,U2007,PAM,False,True,PAM,TOTAL,Pamesa Valencia,74,9,23,14,31,14,17,8,20,28,17,7,12,3,2,18,18,81,0,2007,200.0
U2007_007_VRS,U2007_007,VRS-CHA,1,REGULAR SEASON,U2007,VRS,False,True,VRS,TOTAL,Hemofarm,73,17,36,5,20,24,30,11,18,29,8,8,11,2,3,21,29,74,0,2007,200.0
U2007_007_CHA,U2007_007,VRS-CHA,1,REGULAR SEASON,U2007,CHA,False,True,CHA,TOTAL,Spirou Basket,71,23,38,5,11,10,15,4,18,22,14,6,18,3,2,30,21,61,0,2007,200.0
U2007_272_SOF,U2007_272,SOF-VEN,11,LAST 32,U2007,SOF,False,True,SOF,TOTAL,Pbc Lukoil Academic,67,22,40,3,15,14,25,10,27,37,12,10,12,2,3,22,22,72,0,2007,200.0
U2007_272_VEN,U2007_272,SOF-VEN,11,LAST 32,U2007,VEN,False,True,VEN,TOTAL,Bk Ventspils,64,18,37,6,17,10,15,7,26,33,12,9,18,3,2,22,22,66,0,2007,200.0
U2007_322_GIR,U2007_322,GIR-UNK,15,QUARTER FINAL,U2007,GIR,False,True,GIR,TOTAL,Akasvayu Girona,75,22,32,4,16,19,30,4,23,27,13,7,18,3,1,20,24,77,0,2007,200.0
U2007_322_UNK,U2007_322,GIR-UNK,15,QUARTER FINAL,U2007,UNK,False,True,UNK,TOTAL,Unics,66,20,38,4,26,14,22,13,18,31,8,11,13,1,3,24,20,49,0,2007,200.0
U2007_124_DYN,U2007_124,DYN-NYM,5,REGULAR SEASON,U2007,DYN,False,True,DYN,TOTAL,Mbc Dynamo Moscow,94,29,37,6,20,18,22,8,18,26,16,18,17,3,1,20,25,118,0,2007,200.0
U2007_124_NYM,U2007_124,DYN-NYM,5,REGULAR SEASON,U2007,NYM,False,True,NYM,TOTAL,Cez Nymburk,83,24,45,7,14,14,15,8,18,26,15,17,18,1,3,25,19,86,0,2007,200.0
U2007_314_UNK,U2007_314,UNK-ART,14,LAST 16,U2007,UNK,False,True,UNK,TOTAL,Unics,74,22,32,5,22,15,22,7,25,32,12,10,13,3,1,21,27,89,0,2007,200.0
U2007_314_ART,U2007_314,UNK-ART,14,LAST 16,U2007,ART,False,True,ART,TOTAL,Artland Dragons,59,18,39,4,14,11,19,6,26,32,3,4,15,1,3,26,20,36,0,2007,200.0
U2007_076_ART,U2007_076,ART-ASK,3,REGULAR SEASON,U2007,ART,False,True,ART,TOTAL,Artland Dragons,73,18,33,6,16,19,25,8,23,31,14,6,21,0,4,22,21,67,0,2007,200.0
U2007_076_ASK,U2007_076,ART-ASK,3,REGULAR SEASON,U2007,ASK,False,True,ASK,TOTAL,Ask Riga,71,23,39,4,18,13,19,9,12,21,10,11,12,4,0,23,21,67,0,2007,200.0
U2007_302_CAN,U2007_302,CAN-BOS,12,LAST 32,U2007,CAN,False,True,CAN,TOTAL,Kalise Gran Canaria,89,20,37,9,24,22,27,13,27,40,16,7,17,5,0,18,26,111,0,2007,200.0
U2007_302_BOS,U2007_302,CAN-BOS,12,LAST 32,U2007,BOS,False,True,BOS,TOTAL,Kk Bosna,69,23,46,2,17,17,22,8,16,24,9,10,14,0,5,26,18,42,0,2007,200.0
U2007_026_UNK,U2007_026,UNK-ZAD,1,REGULAR SEASON,U2007,UNK,False,True,UNK,TOTAL,Unics,90,27,63,7,23,15,21,25,28,53,15,13,12,2,6,20,22,99,0,2007,225.0
U2007_026_ZAD,U2007_026,UNK-ZAD,1,REGULAR SEASON,U2007,ZAD,False,True,ZAD,TOTAL,Kk Zadar,87,22,38,9,27,16,28,9,32,41,14,9,15,6,2,22,19,91,0,2007,225.0
U2007_262_WRO,U2007_262,WRO-KAL,10,REGULAR SEASON,U2007,WRO,False,True,WRO,TOTAL,Asco Slask Wroclaw,84,26,46,8,19,8,9,11,22,33,15,14,11,8,2,15,13,107,0,2007,200.0
U2007_262_KAL,U2007_262,WRO-KAL,10,REGULAR SEASON,U2007,KAL,False,True,KAL,TOTAL,Bc Kalev,65,16,43,8,20,9,11,11,14,25,7,9,15,3,7,13,11,44,0,2007,200.0
U2007_238_PAU,U2007_238,PAU-ASK,9,REGULAR SEASON,U2007,PAU,False,True,PAU,TOTAL,Elan Bearnais Pau-Orthez,68,18,37,7,20,11,15,15,21,36,14,12,15,2,0,21,13,73,0,2007,200.0
U2007_238_ASK,U2007_238,PAU-ASK,9,REGULAR SEASON,U2007,ASK,False,True,ASK,TOTAL,Ask Riga,66,25,47,3,14,7,16,16,20,36,17,14,12,0,3,13,21,84,0,2007,200.0
U2007_107_STR,U2007_107,STR-DEN,4,REGULAR SEASON,U2007,STR,False,True,STR,TOTAL,Strasbourg,97,23,38,12,20,15,21,8,30,38,23,5,18,4,1,19,21,121,0,2007,200.0
U2007_107_DEN,U2007_107,STR-DEN,4,REGULAR SEASON,U2007,DEN,False,True,DEN,TOTAL,Eiffeltowers Den Bosch,85,17,41,11,26,18,21,8,17,25,14,7,10,1,4,21,19,74,0,2007,200.0
U2007_131_KYI,U2007_131,KYI-ART,5,REGULAR SEASON,U2007,KYI,False,True,KYI,TOTAL,Bc Kyiv,87,21,38,11,26,12,20,17,22,39,12,9,12,3,1,22,25,100,0,2007,200.0
U2007_131_ART,U2007_131,KYI-ART,5,REGULAR SEASON,U2007,ART,False,True,ART,TOTAL,Artland Dragons,66,18,38,4,13,18,25,7,18,25,5,5,14,1,3,25,22,46,0,2007,200.0
U2007_243_ZGO,U2007_243,ZGO-UNK,9,REGULAR SEASON,U2007,ZGO,False,True,ZGO,TOTAL,Turow Zgorzelec,73,16,32,9,26,14,19,8,18,26,15,9,8,2,1,21,18,75,0,2007,200.0
U2007_243_UNK,U2007_243,ZGO-UNK,9,REGULAR SEASON,U2007,UNK,False,True,UNK,TOTAL,Unics,68,21,38,5,20,11,15,11,23,34,9,6,11,1,2,19,21,71,0,2007,200.0
U2007_270_STR,U2007_270,STR-ZAD,10,REGULAR SEASON,U2007,STR,False,True,STR,TOTAL,Strasbourg,74,22,41,7,20,9,14,6,28,34,16,6,13,4,0,20,19,83,0,2007,225.0
U2007_270_ZAD,U2007_270,STR-ZAD,10,REGULAR SEASON,U2007,ZAD,False,True,ZAD,TOTAL,Kk Zadar,83,18,34,11,26,14,18,4,25,29,13,8,11,0,4,19,20,84,0,2007,225.0
U2007_169_VRS,U2007_169,VRS-GIR,7,REGULAR SEASON,U2007,VRS,False,True,VRS,TOTAL,Hemofarm,97,28,42,7,18,20,23,1,19,20,20,10,12,3,4,22,18,102,0,2007,200.0
U2007_169_GIR,U2007_169,VRS-GIR,7,REGULAR SEASON,U2007,GIR,False,True,GIR,TOTAL,Akasvayu Girona,93,23,43,8,18,23,26,8,19,27,14,4,16,4,3,18,22,94,0,2007,200.0
U2007_297_ZAD,U2007_297,ZAD-AZO,12,LAST 32,U2007,ZAD,False,True,ZAD,TOTAL,Kk Zadar,77,17,39,8,24,19,30,13,23,36,14,12,8,3,0,21,27,91,0,2007,200.0
U2007_297_AZO,U2007_297,ZAD-AZO,12,LAST 32,U2007,AZO,False,True,AZO,TOTAL,Azovmash Mariupol,60,19,40,5,22,7,15,10,27,37,13,3,15,1,4,27,21,43,0,2007,200.0
U2007_193_COL,U2007_193,COL-VEN,8,REGULAR SEASON,U2007,COL,False,True,COL,TOTAL,Köln 99Ers,84,28,46,3,14,19,26,7,25,32,16,7,11,1,2,29,19,81,0,2007,200.0
U2007_193_VEN,U2007_193,COL-VEN,8,REGULAR SEASON,U2007,VEN,False,True,VEN,TOTAL,Bk Ventspils,78,18,37,6,25,24,29,11,25,36,10,4,14,2,1,21,27,78,0,2007,200.0
U2007_181_WRO,U2007_181,WRO-NIO,7,REGULAR SEASON,U2007,WRO,False,True,WRO,TOTAL,Asco Slask Wroclaw,92,26,38,5,13,25,36,7,16,23,9,4,16,4,0,25,25,85,0,2007,250.0
U2007_181_NIO,U2007_181,WRO-NIO,7,REGULAR SEASON,U2007,NIO,False,True,NIO,TOTAL,Panionios On Telecoms,94,21,35,9,22,25,36,8,11,19,11,11,6,0,2,30,19,78,0,2007,300.0
U2007_063_GIR,U2007_063,GIR-GRO,3,REGULAR SEASON,U2007,GIR,False,True,GIR,TOTAL,Club Basquet Girona,96,21,28,10,20,24,30,4,40,44,26,6,22,6,1,13,27,146,0,2007,200.0
U2007_063_GRO,U2007_063,GIR-GRO,3,REGULAR SEASON,U2007,GRO,False,True,GRO,TOTAL,Hanzevast Capitals,63,23,51,3,24,8,11,9,16,25,3,13,10,1,6,27,13,23,0,2007,200.0
U2007_213_PAU,U2007_213,PAU-KYI,8,REGULAR SEASON,U2007,PAU,False,True,PAU,TOTAL,Elan Bearnais Pau-Orthez,63,18,38,5,22,12,17,13,25,38,11,12,14,4,3,17,22,74,0,2007,200.0
U2007_213_KYI,U2007_213,PAU-KYI,8,REGULAR SEASON,U2007,KYI,False,True,KYI,TOTAL,Bc Kyiv,73,20,33,6,21,15,17,4,27,31,17,13,12,3,4,23,17,85,0,2007,200.0
U2007_043_FOR,U2007_043,FOR-NYM,2,REGULAR SEASON,U2007,FOR,False,True,FOR,TOTAL,Fortitudo Bologna,82,18,42,9,22,19,30,19,34,53,7,7,17,7,5,22,23,87,0,2007,200.0
U2007_043_NYM,U2007_043,FOR-NYM,2,REGULAR SEASON,U2007,NYM,False,True,NYM,TOTAL,Cez Nymburk,71,19,53,6,20,15,20,12,17,29,6,16,8,6,7,24,20,56,0,2007,200.0
U2007_211_ASK,U2007_211,ASK-ART,8,REGULAR SEASON,U2007,ASK,False,True,ASK,TOTAL,Ask Riga,70,21,38,7,22,7,10,9,26,35,17,6,19,3,3,18,19,75,0,2007,200.0
U2007_211_ART,U2007_211,ASK-ART,8,REGULAR SEASON,U2007,ART,False,True,ART,TOTAL,Artland Dragons,60,11,37,9,17,11,17,8,19,27,7,15,22,3,3,19,18,46,0,2007,200.0
U2007_139_BES,U2007_139,BES-VEN,6,REGULAR SEASON,U2007,BES,False,True,BES,TOTAL,Besiktas Cola Turka,84,27,64,4,16,18,24,13,27,40,17,7,8,2,7,14,21,87,0,2007,225.0
U2007_139_VEN,U2007_139,BES-VEN,6,REGULAR SEASON,U2007,VEN,False,True,VEN,TOTAL,Bk Ventspils,77,25,46,6,22,9,10,6,26,32,16,3,13,7,2,21,14,75,0,2007,225.0
U2007_224_GIR,U2007_224,GIR-CHA,9,REGULAR SEASON,U2007,GIR,False,True,GIR,TOTAL,Akasvayu Girona,92,23,34,6,15,28,34,4,20,24,18,13,12,2,2,17,23,115,0,2007,200.0
U2007_224_CHA,U2007_224,GIR-CHA,9,REGULAR SEASON,U2007,CHA,False,True,CHA,TOTAL,Spirou Basket,72,23,30,5,27,11,19,7,17,24,13,6,14,2,2,24,17,57,0,2007,200.0
U2007_092_FRA,U2007_092,FRA-NAN,4,REGULAR SEASON,U2007,FRA,False,True,FRA,TOTAL,Deutsche Bank Skyliners,83,22,35,9,17,12,16,6,20,26,16,4,13,1,2,22,19,87,0,2007,200.0
U2007_092_NAN,U2007_092,FRA-NAN,4,REGULAR SEASON,U2007,NAN,False,True,NAN,TOTAL,Sluc Nancy,84,22,39,8,23,16,22,12,16,28,13,4,10,2,1,19,22,85,0,2007,200.0
U2007_153_FOR,U2007_153,FOR-DYN,6,REGULAR SEASON,U2007,FOR,False,True,FOR,TOTAL,Fortitudo Bologna,81,20,35,9,17,14,14,5,22,27,17,15,26,3,0,19,18,93,0,2007,200.0
U2007_153_DYN,U2007_153,FOR-DYN,6,REGULAR SEASON,U2007,DYN,False,True,DYN,TOTAL,Mbc Dynamo Moscow,62,15,29,5,20,17,21,4,16,20,10,19,28,0,3,19,19,47,0,2007,200.0
U2007_121_ELY,U2007_121,ELY-FRI,5,REGULAR SEASON,U2007,ELY,False,True,ELY,TOTAL,Hapoel Galil Elyon,65,22,55,3,16,12,14,12,29,41,16,10,12,1,6,12,16,71,0,2007,200.0
U2007_121_FRI,U2007_121,ELY-FRI,5,REGULAR SEASON,U2007,FRI,False,True,FRI,TOTAL,Fribourg Olympic,85,23,45,10,25,9,13,8,32,40,18,12,10,6,1,16,12,105,0,2007,200.0
U2007_198_GRO,U2007_198,GRO-GIR,8,REGULAR SEASON,U2007,GRO,False,True,GRO,TOTAL,Hanzevast Capitals,91,17,39,11,28,24,30,9,16,25,13,22,14,3,4,31,16,76,0,2007,200.0
U2007_198_GIR,U2007_198,GRO-GIR,8,REGULAR SEASON,U2007,GIR,False,True,GIR,TOTAL,Akasvayu Girona,105,26,38,8,18,29,40,8,27,35,26,14,22,4,3,16,31,141,0,2007,200.0
U2007_228_KHI,U2007_228,KHI-WLO,9,REGULAR SEASON,U2007,KHI,False,True,KHI,TOTAL,Khimki,90,24,37,6,17,24,29,7,28,35,11,7,8,5,2,19,26,116,0,2007,200.0
U2007_228_WLO,U2007_228,KHI-WLO,9,REGULAR SEASON,U2007,WLO,False,True,WLO,TOTAL,Anwil Wloclawek,63,14,39,7,25,14,21,14,15,29,12,6,9,2,5,26,19,41,0,2007,200.0
U2007_154_CAN,U2007_154,CAN-WRO,6,REGULAR SEASON,U2007,CAN,False,True,CAN,TOTAL,Gran Canaria,82,20,42,10,28,12,19,11,29,40,14,11,9,3,6,16,18,90,0,2007,200.0
U2007_154_WRO,U2007_154,CAN-WRO,6,REGULAR SEASON,U2007,WRO,False,True,WRO,TOTAL,Asco Slask Wroclaw,71,26,53,2,13,13,17,8,29,37,12,4,15,6,3,18,16,68,0,2007,200.0
U2007_145_FRA,U2007_145,FRA-PAM,6,REGULAR SEASON,U2007,FRA,False,True,FRA,TOTAL,Deutsche Bank Skyliners,68,21,42,5,16,11,17,7,15,22,13,9,14,0,3,23,20,54,0,2007,200.0
U2007_145_PAM,U2007_145,FRA-PAM,6,REGULAR SEASON,U2007,PAM,False,True,PAM,TOTAL,Pamesa Valencia,76,15,23,11,24,13,20,5,20,25,19,7,18,3,0,20,23,87,0,2007,200.0
U2007_067_FRI,U2007_067,FRI-BUD,3,REGULAR SEASON,U2007,FRI,False,True,FRI,TOTAL,Fribourg Olympic,73,17,30,5,26,24,32,9,22,31,14,6,15,8,1,18,29,85,0,2007,200.0
U2007_067_BUD,U2007_067,FRI-BUD,3,REGULAR SEASON,U2007,BUD,False,True,BUD,TOTAL,Kk Buducnost,82,27,53,5,16,13,15,11,23,34,16,7,10,1,8,30,18,71,0,2007,200.0
U2007_192_GUI,U2007_192,GUI-BER,8,REGULAR SEASON,U2007,GUI,False,True,GUI,TOTAL,Guildford Heat,71,14,35,9,22,16,19,6,26,32,9,9,16,1,3,15,21,72,0,2007,200.0
U2007_192_BER,U2007_192,GUI-BER,8,REGULAR SEASON,U2007,BER,False,True,BER,TOTAL,Alba Berlin,80,24,44,8,21,8,10,8,28,36,11,6,12,3,1,23,15,80,0,2007,200.0
U2007_190_BOS,U2007_190,BOS-SIA,8,REGULAR SEASON,U2007,BOS,False,True,BOS,TOTAL,Kk Bosna,88,24,48,9,20,13,22,10,20,30,17,9,6,2,1,30,21,86,0,2007,200.0
U2007_190_SIA,U2007_190,BOS-SIA,8,REGULAR SEASON,U2007,SIA,False,True,SIA,TOTAL,Siauliai,77,19,33,7,19,18,31,5,27,32,11,2,18,1,2,22,29,71,0,2007,200.0
U2007_239_KYI,U2007_239,KYI-SOF,9,REGULAR SEASON,U2007,KYI,False,True,KYI,TOTAL,Bc Kyiv,85,19,32,9,23,20,27,4,22,26,15,5,14,3,0,16,24,94,0,2007,200.0
U2007_239_SOF,U2007_239,KYI-SOF,9,REGULAR SEASON,U2007,SOF,False,True,SOF,TOTAL,Pbc Lukoil Academic,84,18,36,12,30,12,16,14,21,35,7,3,13,0,3,24,16,65,0,2007,200.0
U2007_235_ASV,U2007_235,ASV-WRO,9,REGULAR SEASON,U2007,ASV,False,True,ASV,TOTAL,Asvel Lyon,84,24,36,9,25,9,12,8,25,33,21,8,18,2,2,18,17,96,0,2007,200.0
U2007_235_WRO,U2007_235,ASV-WRO,9,REGULAR SEASON,U2007,WRO,False,True,WRO,TOTAL,Asco Slask Wroclaw,72,21,46,7,19,9,13,11,19,30,9,8,16,2,2,17,18,63,0,2007,200.0
U2007_078_KYI,U2007_078,KYI-PAU,3,REGULAR SEASON,U2007,KYI,False,True,KYI,TOTAL,Bc Kyiv,91,27,50,9,30,10,14,25,23,48,16,14,12,2,2,16,15,108,0,2007,200.0
